# chrom	start	end	strand	circRNA ID	genomic length	spliced seq length	samples	repeats	annotation	best transcript	gene symbol	circRNA study
chr12	34176896	34181236	+	hsa_circ_0025860	4340	2637	K562, Helas3, Gm12878, Bj, A549, Sknshra	LINE	ANNOTATED, CDS, coding, OVCODE, OVERLAPTX, OVEXON, UTR3	NM_032834	ALG10	Salzman2013
chr6	99323290	99353546	-	hsa_circ_0003364	30256	844	Hs68_RNase, Hs68_control, K562, Hepg2, Helas3, Gm12878, Ag04450	None	ANNOTATED, CDS, coding, INTERNAL, OVCODE, OVEXON	NM_012160	FBXL4	Jeck2013, Salzman2013
chr16	47531309	47730399	+	hsa_circ_0039267	199090	2927	K562, Helas3	NA	ANNOTATED, CDS, coding, INTERNAL, OVCODE, OVERLAPTX, OVEXON	NM_001031835	PHKB	Salzman2013
chr12	132628992	132636986	+	hsa_circ_0029478	7994	1632	Helas3	NA	ANNOTATED, CDS, coding, OVCODE, OVEXON, UTR3, UTR5	NM_024078	NOC4L	Salzman2013
chr15	65623749	65624444	-	hsa_circ_0035889	695	414	Helas3	NA	ANNOTATED, CDS, coding, INTERNAL, OVCODE, OVEXON	NM_004884	IGDCC3	Salzman2013
chr8	42720558	42751866	-	hsa_circ_0084139	31308	873	Nhek, Helas3, Ag04450	NA	ANNOTATED, CDS, coding, OVCODE, OVERLAPTX, OVEXON, UTR5	NM_001160223	RNF170	Salzman2013
chr16	70560489	70611571	+	hsa_circ_0040250	51082	9579	Huvec, Hepg2, Helas3	NA	ANNOTATED, CDS, coding, OVCODE, OVERLAPTX, OVEXON, UTR3, UTR5	NM_012426	SF3B3	Salzman2013
chr11	77811987	77820627	-	hsa_circ_0023760	8640	780	K562, Hepg2, Helas3, H1hesc	NA	ANNOTATED, CDS, coding, OVCODE, OVEXON, UTR3	NM_001007027	ALG8	Salzman2013
chr9	37302184	37305711	+	hsa_circ_0087050	3527	341	K562, Helas3, Gm12878, Bj, Ag04450, A549, Sknshra, Mcf7	NA	ANNOTATED, CDS, coding, INTERNAL, OVCODE, OVEXON	NM_032226	ZCCHC7	Salzman2013
chr5	154275651	154275903	-	hsa_circ_0074726	252	252	K562, Helas3, Bj	NA	ANNOTATED, CDS, coding, INTERNAL, OVCODE, OVEXON	NM_015465	GEMIN5	Salzman2013
chr8	52773404	52773806	-	hsa_circ_0001801	402	402	HEK293, cd_19, cd_34, neutr, K562, Huvec, Hsmm, Hepg2, Helas3, H1hesc, Gm12878, Bj, Ag04450, A549, Sknshra, Mcf7	None	ANNOTATED, CDS, coding, INTERNAL, UTR5	NM_052937	PCMTD1	Memczak2013, Salzman2013
chr20	21312405	21324846	+	hsa_circ_0059590	12441	880	Helas3	NA	ANNOTATED, CDS, coding, INTERNAL, OVCODE, OVEXON	NM_012255	XRN2	Salzman2013
chr17	37579579	37584043	-	hsa_circ_0043428	4464	446	K562, Huvec, Hepg2, Helas3, H1hesc, Gm12878, Ag04450, A549, Sknshra	NA	ANNOTATED, CDS, coding, INTERNAL, OVCODE, OVEXON	NM_004774	MED1	Salzman2013
chr5	31448653	31451747	-	hsa_circ_0004599	3094	308	Hs68_RNase, Hs68_control, K562, Huvec, Hsmm, Hepg2, Helas3, H1hesc, Gm12878, Bj, Ag04450, A549, Nhek, Sknshra, Mcf7	None	ANNOTATED, CDS, coding, INTERNAL, OVCODE, OVEXON	NM_013235	DROSHA	Jeck2013, Salzman2013
chr15	43857064	43860751	-	hsa_circ_0035007	3687	217	Helas3	NA	ANNOTATED, CDS, coding, INTERNAL, OVCODE, OVEXON	NM_001130858	PPIP5K1	Salzman2013
chr9	86292641	86301070	-	hsa_circ_0003715	8429	925	Hs68_RNase, Hs68_control, K562, Huvec, Hepg2, Helas3, H1hesc, Gm12878, Bj, Ag04450, A549, Nhek, Sknshra, Mcf7	None	ANNOTATED, CDS, coding, INTERNAL, OVCODE, OVEXON	NM_013438	UBQLN1	Jeck2013, Salzman2013
chr10	99150179	99150601	-	hsa_circ_0008477	422	223	Hs68_RNase, Hs68_control, K562, Hepg2, Helas3, Gm12878, Bj, Ag04450, A549	None	ANNOTATED, CDS, coding, INTERNAL, OVCODE, OVEXON	NM_015179	RRP12	Jeck2013, Salzman2013
chr2	236706402	236708166	+	hsa_circ_0058805	1764	284	Hepg2, Helas3, Bj, Ag04450, A549	NA	ANNOTATED, CDS, coding, INTERNAL, OVCODE, OVEXON	NM_001037131	AGAP1	Salzman2013
chr11	118898337	118898434	-	hsa_circ_0024517	97	97	K562, Huvec, Hsmm, Hepg2, Helas3, H1hesc, Gm12878, Ag04450, A549, Nhek, Nhlf, Mcf7	NA	ALT_ACCEPTOR, CDS, coding, INTERNAL, OVCODE, OVEXON	NM_001164277	SLC37A4	Salzman2013
chr10	134421418	134503959	+	hsa_circ_0020536	82541	295	Helas3, Gm12878	NA	ANNOTATED, CDS, coding, INTERNAL, OVCODE, OVERLAPTX, OVEXON	NM_005539	INPP5A	Salzman2013
chr12	50806187	50821692	+	hsa_circ_0026224	15505	197	Helas3	NA	ANNOTATED, INTERNAL, ncRNA, OVCODE, OVERLAPTX, OVEXON	NR_033200	LARP4	Salzman2013
chr5	1322991	1339120	-	hsa_circ_0071714	16129	862	Hepg2, Helas3, A549	NA	ANNOTATED, CDS, coding, INTERNAL, OVCODE, OVEXON	NM_030782	CLPTM1L	Salzman2013
chr2	15768761	15768963	+	hsa_circ_0052805	202	116	K562, Helas3	NA	ANNOTATED, CDS, coding, INTERNAL, OVCODE, OVEXON	NM_004939	DDX1	Salzman2013
chr16	69729038	69729282	+	hsa_circ_0006845	244	244	Hs68_RNase, Hs68_control, Nhek, K562, Huvec, Hepg2, Helas3, H1hesc, Gm12878, Bj, Ag04450, A549, Sknshra	None	ANNOTATED, CDS, coding, INTERNAL, OVCODE, OVEXON, UTR3	NM_138714	NFAT5	Jeck2013, Salzman2013
chr10	120933248	120936665	-	hsa_circ_0020176	3417	411	K562, Helas3, Gm12878	NA	ANNOTATED, CDS, coding, INTERNAL, OVCODE, OVEXON	NM_006793	PRDX3	Salzman2013
chr19	17311447	17313692	+	hsa_circ_0049948	2245	506	Nhek, Huvec, Hsmm, Hepg2, Helas3, H1hesc, Gm12878, Bj, A549, Nhlf, Sknshra, Mcf7	NA	ANNOTATED, CDS, coding, INTERNAL, OVCODE, OVEXON	NM_001130065	MYO9B	Salzman2013
chr10	88817447	88822592	-	hsa_circ_0007491	5145	753	Hs68_RNase, Hs68_control, Nhek, Helas3	None	ANNOTATED, CDS, coding, INTERNAL, OVCODE, OVEXON	NM_005271	GLUD1	Jeck2013, Salzman2013
chr3	11372813	11421526	+	hsa_circ_0004626	48713	1278	Hs68_RNase, Hs68_control, Huvec, Helas3, Bj	None	ANNOTATED, CDS, coding, INTERNAL, OVCODE, OVEXON	NM_006395	ATG7	Jeck2013, Salzman2013
chr14	76238076	76249873	+	hsa_circ_0032721	11797	971	Helas3	NA	ANNOTATED, CDS, coding, INTERNAL, OVCODE, OVEXON	NM_015072	TTLL5	Salzman2013
chr7	73510951	73511519	+	hsa_circ_0002690	568	249	Hs68_RNase, Hs68_control, Nhek, K562, Huvec, Hsmm, Hepg2, Helas3, H1hesc, Gm12878, Bj, Ag04450, A549, Sknshra	None	ANNOTATED, CDS, coding, INTERNAL, OVCODE, OVEXON	NM_002314	LIMK1	Jeck2013, Salzman2013
chr1	27730733	27744923	-	hsa_circ_0011069	14190	5181	Helas3, H1hesc	NA	ANNOTATED, CDS, coding, OVCODE, OVERLAPTX, OVEXON, UTR3	NM_006990	WASF2	Salzman2013
chr9	16552527	16583083	-	hsa_circ_0086416	30556	339	Helas3, Gm12878, Ag04450, A549	NA	ANNOTATED, CDS, coding, INTERNAL, OVCODE, OVERLAPTX, OVEXON	NM_017637	BNC2	Salzman2013
chr11	77820487	77830295	-	hsa_circ_0023780	9808	560	Hepg2, Helas3	NA	ANNOTATED, CDS, coding, INTERNAL, OVCODE, OVEXON	NM_001007027	ALG8	Salzman2013
chr16	56925994	56928554	+	hsa_circ_0039515	2560	292	Helas3	NA	ANNOTATED, CDS, coding, INTERNAL, OVCODE, OVEXON	NM_000339	SLC12A3	Salzman2013
chr13	37614541	37621738	-	hsa_circ_0030016	7197	472	Helas3, A549	NA	ANNOTATED, CDS, coding, INTERNAL, OVCODE, OVEXON	NM_017569	FAM48A	Salzman2013
chr1	26774049	26774151	+	hsa_circ_0011001	102	102	K562, Helas3	NA	ANNOTATED, CDS, coding, INTERNAL, OVCODE, OVERLAPTX, OVEXON	NM_024887	DHDDS	Salzman2013
chr7	99564349	99566053	-	hsa_circ_0081375	1704	836	Helas3	NA	ANNOTATED, CDS, coding, OVCODE, OVEXON, UTR3	NM_001185	AZGP1	Salzman2013
chr16	23428287	23428442	-	hsa_circ_0038578	155	155	Hepg2, Helas3	NA	ANNOTATED, CDS, coding, INTERNAL, OVCODE, OVEXON	NM_153603	COG7	Salzman2013
chr9	80863206	80879232	+	hsa_circ_0087267	16026	736	Helas3	NA	ANNOTATED, CDS, coding, INTERNAL, OVCODE, OVEXON	NM_001098802	CEP78	Salzman2013
chr3	188326948	188327632	+	hsa_circ_0003759	684	684	Hs68_RNase, Hs68_control, Nhek, Hsmm, Hepg2, Helas3, Bj, Ag04450, A549, Nhlf	None	ANNOTATED, CDS, coding, INTERNAL, OVCODE, OVEXON	NM_005578	LPP	Jeck2013, Salzman2013
chr11	27393161	27414065	-	hsa_circ_0021523	20904	1322	Helas3, H1hesc, A549, Nhek	NA	ANNOTATED, CDS, coding, INTERNAL, OVCODE, OVEXON	NM_018490	LGR4	Salzman2013
chr4	151336589	151520283	-	hsa_circ_0071154	183694	1306	Helas3	NA	ANNOTATED, CDS, coding, INTERNAL, OVCODE, OVERLAPTX, OVEXON	NM_006726	LRBA	Salzman2013
chr11	66360689	66373490	+	hsa_circ_0023003	12801	1032	K562, Hepg2, Helas3, Nhlf	NA	ANNOTATED, CDS, coding, OVCODE, OVEXON, UTR3, UTR5	NM_005125	CCS	Salzman2013
chr3	186504915	186505671	+	hsa_circ_0068465	756	308	Nhek, K562, Huvec, Hepg2, Helas3, Gm12878, Bj, Ag04450, A549	NA	ANNOTATED, CDS, coding, INTERNAL, OVCODE, OVEXON	NM_001967	EIF4A2	Salzman2013
chr3	31617887	31670903	+	hsa_circ_0064660	53016	1873	K562, Helas3, Sknshra	NA	ANNOTATED, CDS, coding, INTERNAL, OVCODE, OVERLAPTX, OVEXON	NM_178862	STT3B	Salzman2013
chr11	68552282	68562379	-	hsa_circ_0023264	10097	392	Helas3, Sknshra	NA	ANNOTATED, CDS, coding, INTERNAL, OVCODE, OVEXON	NM_001876	CPT1A	Salzman2013
chr20	25258954	25278648	+	hsa_circ_0059646	19694	3167	Nhek, Huvec, Helas3, A549, Sknshra	NA	ANNOTATED, CDS, coding, OVCODE, OVERLAPTX, OVEXON, UTR3	NM_002862	PYGB	Salzman2013
chr17	1651891	1658559	+	hsa_circ_0041336	6668	1492	Hepg2, Helas3	NA	ANNOTATED, CDS, coding, OVCODE, OVEXON, UTR3	NM_000934	SERPINF2	Salzman2013
chr10	7285519	7327916	-	hsa_circ_0017636	42397	684	Nhek, K562, Hepg2, Helas3, H1hesc, Gm12878, Bj, Ag04450, A549, Sknshra	NA	ANNOTATED, CDS, coding, INTERNAL, OVCODE, OVEXON	NM_001029880	SFMBT2	Salzman2013
chr9	22056250	22065756	+	hsa_circ_0086591	9506	1077	Helas3	SINE	ANNOTATED, INTERNAL, ncRNA, OVEXON	NR_003529	CDKN2B-AS	Salzman2013
chr3	33615964	33633988	-	hsa_circ_0064765	18024	512	Nhek, Helas3, H1hesc, Gm12878	NA	ANNOTATED, CDS, coding, INTERNAL, OVCODE, OVEXON	NM_015097	CLASP2	Salzman2013
chr17	78115117	78118043	-	hsa_circ_0045990	2926	203	Helas3, H1hesc, Gm12878, A549	NA	ANNOTATED, CDS, coding, INTERNAL, OVCODE, OVEXON	NM_014740	EIF4A3	Salzman2013
chr11	46515157	46570050	-	hsa_circ_0008415	54893	2371	Hs68_RNase, Hs68_control, K562, Huvec, Hepg2, Helas3, H1hesc, Gm12878, Bj, Ag04450, A549, Nhek, Sknshra, Mcf7	None	ANNOTATED, CDS, coding, INTERNAL, OVCODE, OVEXON, UTR5	NM_017749	AMBRA1	Jeck2013, Salzman2013
chr3	33648082	33686395	-	hsa_circ_0005324	38313	982	Hs68_RNase, Hs68_control, K562, Helas3	None	ANNOTATED, CDS, coding, INTERNAL, OVCODE, OVEXON	NM_015097	CLASP2	Jeck2013, Salzman2013
chr11	121384860	121414435	+	hsa_circ_0024671	29575	823	Helas3	NA	ANNOTATED, CDS, coding, INTERNAL, OVCODE, OVERLAPTX, OVEXON	NM_003105	SORL1	Salzman2013
chr13	113201874	113242481	-	hsa_circ_0030948	40607	1414	Huvec, Hepg2, Helas3, Sknshra	NA	ALT_DONOR, CDS, coding, intronic, OVCODE, OVERLAPTX, OVEXON, UTR5	NM_006322	TUBGCP3	Salzman2013
chr19	45411789	45412650	+	hsa_circ_0051417	861	861	Huvec, Hepg2, Helas3	NA	ANNOTATED, CDS, coding, OVCODE, OVEXON, UTR3	NM_000041	APOE	Salzman2013
chrY	2734833	2734997	+	hsa_circ_0092223	164	164	Helas3, H1hesc, Bj	NA	ANNOTATED, CDS, coding, OVCODE, OVEXON, UTR3	NM_001008	RPS4Y1	Salzman2013
chr6	157150360	157488319	+	hsa_circ_0078391	337959	1483	K562, Helas3, Bj, Mcf7	NA	ANNOTATED, CDS, coding, INTERNAL, OVCODE, OVERLAPTX, OVEXON	NM_020732	ARID1B	Salzman2013
chr17	49057106	49064598	-	hsa_circ_0000785	7492	596	cd_19, Hs68_RNase, Hs68_control, K562, Hepg2, Helas3, H1hesc, Gm12878, Ag04450, A549, Sknshra	None	ANNOTATED, CDS, coding, INTERNAL, OVCODE, OVEXON	NM_003971	SPAG9	Jeck2013, Memczak2013, Salzman2013
chr6_mann_hap4	1966837	1967310	+	hsa_circ_0078900	473	473	Nhek, K562, Huvec, Hepg2, Helas3, H1hesc, Gm12878, Bj, Ag04450, Sknshra, Mcf7	NA	INTERGENIC	None	None	Salzman2013
chr1	111668848	111680208	-	hsa_circ_0013490	11360	277	K562, Hsmm, Helas3, H1hesc	NA	ANNOTATED, CDS, coding, INTERNAL, OVCODE, OVEXON, UTR5	NM_178454	DRAM2	Salzman2013
chr19	34706028	34706566	+	hsa_circ_0050463	538	243	K562, Huvec, Hsmm, Helas3, H1hesc, Gm12878, Ag04450, A549, Nhek, Sknshra	NA	ANNOTATED, CDS, coding, INTERNAL, OVCODE, OVEXON	NM_001114093	LSM14A	Salzman2013
chr2	97493467	97493637	+	hsa_circ_0055690	170	170	Helas3, Bj	NA	ANNOTATED, CDS, coding, INTERNAL, OVCODE, OVERLAPTX, OVEXON	NM_017623	CNNM3	Salzman2013
chr18	12951853	12971250	+	hsa_circ_0003780	19397	509	Hs68_RNase, Hs68_control, K562, Helas3	None	ANNOTATED, CDS, coding, INTERNAL, OVCODE, OVEXON	NM_031216	SEH1L	Jeck2013, Salzman2013
chr14	91142866	91252672	-	hsa_circ_0005422	109806	1031	Hs68_RNase, Hs68_control, K562, Helas3, H1hesc, Ag04450	None	ANNOTATED, CDS, coding, INTERNAL, OVCODE, OVEXON	NM_001010854	TTC7B	Jeck2013, Salzman2013
chr8	145618445	145624592	-	hsa_circ_0086057	6147	3027	Huvec, Helas3, H1hesc, Bj	NA	ANNOTATED, CDS, coding, OVCODE, OVERLAPTX, OVEXON, UTR3	NM_013291	CPSF1	Salzman2013
chr1	47034114	47037839	-	hsa_circ_0012346	3725	284	K562, Helas3, Bj, A549	NA	ANNOTATED, CDS, coding, INTERNAL, OVCODE, OVERLAPTX, OVEXON	NM_003684	MKNK1	Salzman2013
chr3	111700630	111712210	+	hsa_circ_0066792	11580	2421	Nhek, K562, Helas3, Gm12878, Bj, Sknshra, Mcf7	LTR	ANNOTATED, CDS, coding, OVCODE, OVEXON, UTR3	NM_018394	ABHD10	Salzman2013
chr13	75915631	75923438	-	hsa_circ_0030429	7807	225	Helas3	NA	ANNOTATED, CDS, coding, INTERNAL, OVCODE, OVEXON	NM_014832	TBC1D4	Salzman2013
chr17	16285215	16286054	+	hsa_circ_0042191	839	839	Nhek, K562, Hepg2, Helas3, H1hesc, Gm12878, Bj, Ag04450, A549, Sknshra	NA	ANNOTATED, CDS, coding, OVCODE, OVERLAPTX, OVEXON, UTR3, UTR5	NM_018955	UBB	Salzman2013
chr14	100551023	100563995	+	hsa_circ_0033165	12972	347	K562, Hepg2, Helas3, H1hesc, Ag04450, A549, Sknshra	NA	ANNOTATED, CDS, coding, INTERNAL, OVCODE, OVEXON	NM_016337	EVL	Salzman2013
chr6	101037823	101086697	-	hsa_circ_0077455	48874	1514	Helas3	NA	ANNOTATED, CDS, coding, INTERNAL, OVCODE, OVERLAPTX, OVEXON	NM_006828	ASCC3	Salzman2013
chrX	47001614	47004609	-	hsa_circ_0090372	2995	1124	K562, Huvec, Hsmm, Hepg2, Helas3, H1hesc, Gm12878, Bj, Ag04450, A549, Nhek, Nhlf, Sknshra, Mcf7	NA	ANNOTATED, ncRNA, OVCODE, OVERLAPTX, OVEXON	NR_024234	NDUFB11	Salzman2013
chr1	12409220	12475274	+	hsa_circ_0010002	66054	2945	Helas3	NA	ANNOTATED, CDS, coding, INTERNAL, OVCODE, OVERLAPTX, OVEXON	NM_015378	VPS13D	Salzman2013
chr6	158910619	158915878	+	hsa_circ_0078477	5259	384	Helas3, Bj	NA	ANNOTATED, CDS, coding, INTERNAL, OVCODE, OVEXON	NM_020245	TULP4	Salzman2013
chr10	128768965	128836080	+	hsa_circ_0020390	67115	1901	Nhek, Huvec, Helas3, H1hesc, Bj, A549, Sknshra, Mcf7	NA	ANNOTATED, CDS, coding, INTERNAL, OVCODE, OVERLAPTX, OVEXON	NM_001380	DOCK1	Salzman2013
chr17	7475601	7482324	+	hsa_circ_0041912	6723	2299	Helas3	NA	ANNOTATED, ncRNA, OVCODE, OVEXON	NR_037926	SENP3-EIF4A1	Salzman2013
chr9	131882791	131885417	+	hsa_circ_0004727	2626	185	Hs68_RNase, Hs68_control, K562, Hepg2, Helas3, H1hesc, Gm12878, A549, Sknshra	None	ANNOTATED, CDS, coding, INTERNAL, OVCODE, OVEXON	NM_178001	PPP2R4	Jeck2013, Salzman2013
chr1	21220009	21231464	-	hsa_circ_0007214	11455	590	Hs68_RNase, Hs68_control, Helas3, Gm12878, Bj, A549	None	ANNOTATED, CDS, coding, INTERNAL, OVCODE, OVEXON	NM_001198801	EIF4G3	Jeck2013, Salzman2013
chr1	196711004	196715129	+	hsa_circ_0015758	4125	537	Helas3	NA	ANNOTATED, CDS, coding, INTERNAL, OVCODE, OVEXON	NM_000186	CFH	Salzman2013
chr17	78110026	78113939	-	hsa_circ_0045984	3913	719	Nhek, K562, Hepg2, Helas3, H1hesc, Gm12878, Bj, Ag04450, Sknshra	NA	ANNOTATED, CDS, coding, INTERNAL, OVCODE, OVERLAPTX, OVEXON	NM_014740	EIF4A3	Salzman2013
chr14	31380982	31425448	-	hsa_circ_0031441	44466	1316	Nhek, Huvec, Helas3, Bj, Ag04450	NA	ANNOTATED, CDS, coding, INTERNAL, OVCODE, OVERLAPTX, OVEXON	NM_001083893	STRN3	Salzman2013
chr22	19376006	19398301	-	hsa_circ_0062246	22295	970	Helas3	NA	ANNOTATED, CDS, coding, INTERNAL, OVCODE, OVEXON	NM_003325	HIRA	Salzman2013
chr8	21844651	21864096	+	hsa_circ_0083550	19445	3184	Nhek, K562, Huvec, Helas3, Ag04450, A549	NA	ANNOTATED, CDS, coding, OVCODE, OVERLAPTX, OVEXON, UTR3	NM_015024	XPO7	Salzman2013
chr20	35293448	35317187	-	hsa_circ_0060201	23739	717	Helas3	NA	ANNOTATED, CDS, coding, INTERNAL, OVCODE, OVEXON	NM_032013	NDRG3	Salzman2013
chr17	79234037	79249951	-	hsa_circ_0046119	15914	559	Hepg2, Helas3	NA	ANNOTATED, CDS, coding, INTERNAL, OVCODE, OVEXON	NM_001037984	SLC38A10	Salzman2013
chr19	47341422	47341805	-	hsa_circ_0051639	383	383	Nhek, K562, Huvec, Hsmm, Hepg2, Helas3, H1hesc, Gm12878, Bj, Ag04450, A549, Mcf7	NA	ANNOTATED, CDS, coding, OVCODE, OVEXON, UTR3	NM_004069	AP2S1	Salzman2013
chr17	26951250	26958699	-	hsa_circ_0042611	7449	656	Helas3	NA	ANNOTATED, CDS, coding, INTERNAL, OVCODE, OVERLAPTX, OVEXON	NM_014680	KIAA0100	Salzman2013
chr22	38689260	38710174	-	hsa_circ_0063291	20914	1295	Nhek, Helas3, H1hesc, Gm12878, Sknshra	NA	ANNOTATED, CDS, coding, INTERNAL, OVCODE, OVERLAPTX, OVEXON, UTR3, UTR5	NM_152221	CSNK1E	Salzman2013
chr22	24938388	24944041	-	hsa_circ_0062616	5653	1180	Helas3	NA	ALT_DONOR, CDS, coding, INTERNAL, OVCODE, OVEXON, UTR3	NM_031444	C22orf13	Salzman2013
chr8	30557597	30567419	-	hsa_circ_0083862	9822	362	Helas3, Bj	NA	ANNOTATED, CDS, coding, INTERNAL, OVCODE, OVEXON	NM_000637	GSR	Salzman2013
chr1	19497255	19505714	-	hsa_circ_0010356	8459	1459	Helas3	NA	ANNOTATED, CDS, coding, INTERNAL, OVCODE, OVEXON	NM_020765	UBR4	Salzman2013
chr6	150158473	150185480	-	hsa_circ_0078262	27007	1363	Huvec, Helas3	NA	ANNOTATED, CDS, coding, OVCODE, OVERLAPTX, OVEXON, UTR5	NM_032832	LRP11	Salzman2013
chr17	18193870	18206037	-	hsa_circ_0042327	12167	1098	Huvec, Hepg2, Helas3, Ag04450, A549	NA	ANNOTATED, CDS, coding, INTERNAL, OVCODE, OVEXON	NM_004618	TOP3A	Salzman2013
chr14	31602443	31602881	-	hsa_circ_0031485	438	344	K562, Hepg2, Helas3, Ag04450, A549	NA	ANNOTATED, CDS, coding, INTERNAL, OVCODE, OVEXON	NM_015382	HECTD1	Salzman2013
chr4	107114765	107133992	-	hsa_circ_0070590	19227	285	K562, Huvec, Helas3, H1hesc, Gm12878, Bj, Ag04450, A549, Nhek, Sknshra	NA	ANNOTATED, CDS, coding, INTERNAL, OVCODE, OVERLAPTX, OVEXON	NM_001163435	TBCK	Salzman2013
chr20	25000645	25011594	-	hsa_circ_0059630	10949	815	Helas3	NA	ANNOTATED, CDS, coding, INTERNAL, OVCODE, OVEXON	NM_032501	ACSS1	Salzman2013
chr11	61118462	61120611	-	hsa_circ_0022320	2149	312	Helas3, Bj	NA	ANNOTATED, CDS, coding, INTERNAL, OVCODE, OVERLAPTX, OVEXON	NM_001161454	CYBASC3	Salzman2013
chr4	47886362	47888016	-	hsa_circ_0069651	1654	373	Helas3	NA	ANNOTATED, CDS, coding, INTERNAL, OVCODE, OVEXON	NM_152995	NFXL1	Salzman2013
chr16	70582272	70582345	+	hsa_circ_0040278	73	73	Helas3, H1hesc	NA	ANNOTATED, CDS, coding, INTERNAL, OVCODE, OVEXON	NM_012426	SF3B3	Salzman2013
chr11	75111737	75116733	+	hsa_circ_0023610	4996	781	K562, Huvec, Hepg2, Helas3, H1hesc, Gm12878, Bj, A549, Nhek, Sknshra	NA	ANNOTATED, CDS, coding, OVCODE, OVERLAPTX, OVEXON, UTR3	NM_001005	RPS3	Salzman2013
chr11	3988781	4045217	+	hsa_circ_0020927	56436	246	K562, Helas3, Gm12878, A549	NA	ANNOTATED, CDS, coding, INTERNAL, OVCODE, OVERLAPTX, OVEXON	NM_003156	STIM1	Salzman2013
chr19	9011321	9038136	-	hsa_circ_0049129	26815	2772	Helas3	NA	ANNOTATED, CDS, coding, INTERNAL, OVCODE, OVEXON	NM_024690	MUC16	Salzman2013
chr15	92663694	92694244	+	hsa_circ_0036953	30550	744	Helas3	NA	ANNOTATED, CDS, coding, INTERNAL, OVCODE, OVERLAPTX, OVEXON	NM_013272	SLCO3A1	Salzman2013
chr16	16333707	16388663	+	hsa_circ_0038167	54956	3921	Hmec, Helas3, A549	NA	ALT_DONOR, CDS, coding, INTERNAL, OVCODE, OVERLAPTX, OVEXON, UTR3	NM_001004067	NOMO3	Salzman2013
chr7	76644988	76648314	+	hsa_circ_0080818	3326	273	Nhek, K562, Hepg2, Helas3, Gm12878	LTR	ANNOTATED, INTERNAL, ncRNA, OVEXON	NR_023383	DTX2P1-UPK3BP1-PMS2P	Salzman2013
chr19	12856422	12859137	+	hsa_circ_0049596	2715	808	Huvec, Hepg2, Helas3, Gm12878, A549, Nhek, Nhlf, Sknshra	NA	ANNOTATED, CDS, coding, OVCODE, OVERLAPTX, OVEXON, UTR3	NM_004317	ASNA1	Salzman2013
chr8	22105369	22107740	+	hsa_circ_0083610	2371	865	Helas3	NA	ANNOTATED, CDS, coding, INTERNAL, OVCODE, OVEXON	NM_001722	POLR3D	Salzman2013
chr10	103427642	103432804	-	hsa_circ_0019588	5162	228	K562, Hepg2, Helas3, Gm12878, Bj	NA	ANNOTATED, CDS, coding, INTERNAL, OVCODE, OVEXON	NM_022039	FBXW4	Salzman2013
chr19	5047486	5082515	+	hsa_circ_0002926	35029	486	Hs68_RNase, Hs68_control, K562, Huvec, Hepg2, Helas3, H1hesc, Gm12878, Bj, Ag04450, A549, Nhek, Sknshra, Mcf7	None	ANNOTATED, CDS, coding, INTERNAL, OVCODE, OVEXON	NM_015015	KDM4B	Jeck2013, Salzman2013
chr17	72860017	72860469	-	hsa_circ_0045574	452	372	Helas3	NA	ANNOTATED, CDS, coding, INTERNAL, OVCODE, OVEXON	NM_004110	FDXR	Salzman2013
chr9	97535283	97686457	+	hsa_circ_0087588	151174	757	Helas3, Mcf7	NA	ANNOTATED, CDS, coding, INTERNAL, OVCODE, OVERLAPTX, OVEXON	NM_001193331	C9orf3	Salzman2013
chr6	159001971	159026379	+	hsa_circ_0078492	24408	461	K562, Huvec, Helas3, Bj, Ag04450, Nhek	NA	ANNOTATED, CDS, coding, INTERNAL, OVCODE, OVEXON	NM_020823	TMEM181	Salzman2013
chr15	91422673	91424270	+	hsa_circ_0036879	1597	739	Helas3	NA	ANNOTATED, CDS, coding, INTERNAL, OVCODE, OVEXON	NM_002569	FURIN	Salzman2013
chr14	21698477	21731495	-	hsa_circ_0031148	33018	466	Nhek, Helas3, Gm12878, Bj, Ag04450, A549	NA	ANNOTATED, CDS, coding, INTERNAL, OVCODE, OVEXON, UTR5	NM_031314	HNRNPC	Salzman2013
chr10	97810012	97810223	+	hsa_circ_0019277	211	211	Nhek, K562, Huvec, Helas3, Gm12878, Ag04450, A549	NA	ANNOTATED, CDS, coding, INTERNAL, OVCODE, OVERLAPTX, OVEXON	NM_001134375	CCNJ	Salzman2013
chr20	43882215	43883206	-	hsa_circ_0060537	991	266	Helas3	NA	ANNOTATED, CDS, coding, OVCODE, OVEXON, UTR5	NM_003064	SLPI	Salzman2013
chr6	35855800	35858790	-	hsa_circ_0076178	2990	316	Helas3	NA	ANNOTATED, CDS, coding, INTERNAL, OVCODE, OVEXON	NM_003137	SRPK1	Salzman2013
chr8	128902834	128952702	+	hsa_circ_0085541	49868	8814	Huvec, Helas3, Ag04450, A549, Sknshra	SINE	ALT_DONOR, downstream_end, ncRNA, OVEXON	TCONS_00015354	TCONS_00015354	Salzman2013
chr17	42258990	42259088	-	hsa_circ_0044032	98	98	Helas3, Sknshra	SINE	ANNOTATED, coding, INTERNAL, OVEXON, UTR5	NM_178542	C17orf65	Salzman2013
chr15	78305164	78322512	-	hsa_circ_0036436	17348	1587	Hepg2, Helas3, A549	NA	ANNOTATED, CDS, coding, INTERNAL, OVCODE, OVEXON	NM_144572	TBC1D2B	Salzman2013
