Chr	Start	End	Hela_RNaseR-plus_pairs_Chimeric.out.junction
chr14	36121011	36143915	1
chr14	36140595	36147308	1
chr14	36140595	36143915	1
chr14	36190894	36211771	1
chr14	36300616	36304129	1
chr14	36302184	36304129	1
chr14	36780779	36786018	1
chr14	36781165	36782642	1
chr14	37709638	37717112	1
chr14	37716308	37739730	2
chr14	37754523	37777724	3
chr14	37754523	37838829	5
chr14	37754523	37892154	1
chr14	37777261	37838829	1
chr14	37838722	37892154	3
chr14	39229386	39232249	1
chr14	39514367	39517933	1
chr14	39524347	39531075	1
chr14	39524347	39545297	1
chr14	39524347	39556212	1
chr14	39530969	39536500	2
chr14	39648295	39648666	7
chr14	45564424	45566208	1
chr14	45587231	45599993	2
chr14	45644274	45646179	1
chr14	50120708	50122529	1
chr14	50130033	50141145	2
chr14	50131344	50141145	2
chr14	50131344	50133131	1
chr14	50131344	50131881	1
chr14	50136242	50141145	5
chr14	50238312	50241396	1
chr14	50266193	50281575	1
chr14	50584320	50649263	1
chr14	50611888	50616948	1
chr14	50616726	50616948	2
chr14	50647290	50655418	1
chr14	50732076	50736048	1
chr14	50732076	50760964	2
chr14	50805665	50807950	2
chr14	50805665	50825867	1
chr14	50885806	50885988	1
chr14	50901112	50904726	1
chr14	50941795	50971575	2
chr14	51107468	51111732	3
chr14	51259430	51273536	1
chr14	52472448	52478401	1
chr14	52948948	52957723	1
chr14	53003437	53011089	1
chr14	53064990	53067059	1
chr14	53197177	53226472	1
chr14	53197177	53237901	4
chr14	53211570	53237901	2
chr14	53213144	53223329	2
chr14	53224037	53226472	1
chr14	53558503	53570574	2
chr14	54868242	54878424	1
chr14	54944399	54944570	1
chr14	55071090	55076343	2
chr14	55168780	55169298	6
chr14	55168780	55218255	1
chr14	55423752	55424353	1
chr14	55433193	55454105	1
chr14	55448216	55467710	1
chr14	55448258	55467710	1
chr14	55457931	55467710	1
chr14	55473998	55475437	1
chr14	55625240	55636277	1
chr14	55821219	55821940	1
chr14	56078737	56086030	2
chr14	56078858	56086030	1
chr14	56101244	56115588	1
chr14	56122760	56126421	1
chr14	57051719	57092248	1
chr14	57740962	57741607	1
chr14	58953725	58979345	2
chr14	60582095	60592541	2
chr14	60582437	60592541	2
chr14	60749402	60766057	1
chr14	61275043	61285565	1
chr14	64428243	64434564	1
chr14	64428243	64443445	1
chr14	64465632	64467437	1
chr14	64473761	64476834	1
chr14	64496613	64498075	1
chr14	64532150	64532368	2
chr14	64884606	64886643	1
chr14	64953832	64957258	1
chr14	65195714	65199619	1
chr14	65197360	65198899	1
chr14	65542492	65544754	2
chr14	66028055	66028484	2
chr14	66028055	66096324	1
chr14	67291192	67291284	1
chr14	67291192	67346751	1
chr14	67346657	67432042	1
chr14	67490350	67525503	1
chr14	67576857	67589094	1
chr14	67576857	67635753	1
chr14	67579735	67589094	1
chr14	67720921	67722005	1
chr14	67720921	67746254	1
chr14	67720921	67759436	1
chr14	67736418	67746254	3
chr14	67812485	67814170	1
chr14	67841210	67849307	1
chr14	68228083	68229536	1
chr14	68241733	68248246	1
chr14	68290259	68292294	3
chr14	68290259	68301913	1
chr14	69356856	69360464	1
chr14	69378873	69392389	1
chr14	69558391	69558604	1
chr14	69908549	69908983	1
chr14	69919958	69922583	3
chr14	70170112	70171459	1
chr14	70418855	70420249	1
chr14	70442432	70444682	2
chr14	70442432	70446037	1
chr14	70442432	70461197	3
chr14	70442432	70480208	1
chr14	70459101	70490164	1
chr14	70459134	70461197	1
chr14	70459134	70480208	2
chr14	70459134	70490115	1
chr14	70459134	70490164	6
chr14	70477471	70480208	1
chr14	70477471	70490164	2
chr14	71413632	71435827	1
chr14	71413632	71445365	1
chr14	71428943	71445365	1
chr14	71428943	71479919	1
chr14	71434915	71445365	1
chr14	71445267	71462642	1
chr14	71455284	71476441	1
chr14	71455287	71462560	1
chr14	71479717	71485879	1
chr14	71511850	71513822	2
chr14	71511850	71524441	2
chr14	71511850	71543136	1
chr14	71540262	71543136	1
chr14	73412592	73418585	1
chr14	73459851	73460065	2
chr14	73538335	73544244	1
chr14	73538335	73554869	1
chr14	73543027	73544244	1
chr14	73544077	73550259	2
chr14	73614503	73614814	8
chr14	73614503	73640415	7
chr14	73614503	73614802	23
chr14	73664739	73678650	1
chr14	73716692	73721726	5
chr14	73963305	73969717	1
chr14	74138245	74156218	1
chr14	74203701	74204000	1
chr14	74557935	74567941	5
chr14	74557941	74567941	1
chr14	75134022	75138186	1
chr14	75247108	75249028	1
chr14	75295916	75302611	1
chr14	75355798	75361112	2
chr14	75355798	75356052	1
chr14	75497246	75505115	1
chr14	75506614	75509180	4
chr14	75508318	75509180	1
chr14	75553721	75555344	1
chr14	75557973	75572699	2
chr14	75567695	75570700	4
chr14	75567695	75574190	1
chr14	75573205	75574190	1
chr14	75576388	75577074	3
chr14	75583898	75590926	1
chr14	76173361	76187046	1
chr14	76173361	76201632	1
chr14	76186939	76238197	1
chr14	76198681	76201632	1
chr14	76488670	76490691	1
chr14	76524985	76525716	1
chr14	76620697	76647192	1
chr14	76621087	76662315	1
chr14	76633006	76644385	2
chr14	76633006	76647192	5
chr14	76633006	76662315	8
chr14	76638186	76643033	1
chr14	76638186	76662315	1
chr14	76642966	76662315	2
chr14	77762507	77765904	1
chr14	77771035	77778376	1
chr14	77910592	77915700	1
chr14	77930941	77932010	2
chr14	77976197	77977443	1
chr14	78036727	78045452	2
chr14	78043110	78045452	3
chr14	78141999	78142137	1
chr14	78390800	78399987	1
chr14	79786633	79789300	1
chr14	79933564	79933745	1
chr14	80944597	80997230	2
chr14	80963812	80997230	3
chr14	80971255	80997230	1
chr14	80971255	81046767	1
chr14	81204588	81209611	1
chr14	81209419	81227957	3
chr14	81209419	81244390	14
chr14	81329101	81366373	4
chr14	81329101	81372425	3
chr14	81329101	81380752	1
chr14	81362062	81372425	7
chr14	81670244	81682858	1
chr14	81837332	81837529	1
chr14	81837332	81864924	1
chr14	81953734	81956809	1
chr14	81961425	81969227	1
chr14	88945264	88962836	1
chr14	89041037	89044484	3
chr14	89073587	89077284	2
chr14	90429452	90437615	1
chr14	90442125	90459827	2
chr14	90450860	90459827	2
chr14	90485660	90499558	2
chr14	91142867	91146879	1
chr14	91409422	91413894	4
chr14	91409422	91444868	1
chr14	91787464	91792400	1
chr14	91804349	91806368	1
chr14	91804349	91883182	1
chr14	91939377	91942310	1
chr14	91947920	91952074	2
chr14	91947920	91957146	5
chr14	92264129	92268765	1
chr14	92347636	92361416	1
chr14	92559596	92563182	2
chr14	92562437	92563182	1
chr14	92592466	92608695	1
chr14	92592466	92609638	2
chr14	92600594	92604691	1
chr14	92608508	92609638	1
chr14	93182481	93183806	1
chr14	93264169	93290989	1
chr14	93264169	93305968	1
chr14	93273081	93275864	1
chr14	93275645	93282766	1
chr14	93276599	93286181	1
chr14	93685558	93686757	1
chr14	93719993	93723701	1
chr14	93730131	93730339	1
chr14	93760204	93761283	2
chr14	93760204	93762503	7
chr14	95557371	95557702	1
chr14	96761819	96770940	1
chr14	96775790	96778496	1
chr14	96775790	96779772	1
chr14	96795011	96811722	1
chr14	96807859	96813678	8
chr14	96986392	96994343	1
chr14	96986392	97031551	1
chr14	96997812	96998986	1
chr14	97000828	97031551	1
chr14	97003313	97031551	1
chr14	97008580	97018959	1
chr14	97008580	97029230	1
chr14	97008580	97031551	2
chr14	97010580	97031551	2
chr14	97018817	97031551	1
chr14	97026986	97029230	1
chr14	97299804	97322923	1
chr14	97299804	97327072	35
chr14	97299804	97313681	1
chr14	97299804	97304154	7
chr14	97312432	97322923	2
chr14	97312432	97327072	4
chr14	97319168	97327072	1
chr14	97322467	97322923	1
chr14	97342367	97342457	1
chr14	99923893	99932150	2
chr14	99924616	99929915	2
chr14	99924616	99932150	163
chr14	99924616	99932311	1
chr14	99924616	99932383	1
chr14	99924616	99932392	2
chr14	100317190	100331983	3
chr14	100501546	100502163	1
chr14	100728641	100728803	1
chr14	102442049	102453969	1
chr14	102449356	102449946	1
chr14	102468874	102469302	1
chr14	102473345	102474674	1
chr14	102496499	102499519	1
chr14	102661275	102676199	6
chr14	102668193	102668356	1
chr14	102792322	102805560	3
chr14	102797959	102805560	2
chr14	102842987	102843277	1
chr14	103167615	103187421	1
chr14	103180760	103187714	1
chr14	103180760	103192898	1
chr14	103336522	103338305	1
chr14	103336522	103342862	3
chr14	103355897	103369766	3
chr14	103404441	103406661	2
chr14	103412805	103416939	1
chr14	103429398	103430987	1
chr14	103442021	103444542	1
chr14	103449893	103452917	1
chr14	103465902	103470360	1
chr14	103465902	103478525	4
chr14	103470265	103478525	10
chr14	103865288	103871604	4
chr14	103871413	103871604	1
chr14	103915256	103918320	1
chr14	103918255	103923549	1
chr14	103923479	103934523	1
chr14	104001174	104001481	1
chr14	104158696	104159971	1
chr14	104193129	104195320	1
chr14	104193129	104195519	1
chr14	104245082	104251251	1
chr14	104618352	104633385	1
chr14	104624092	104633385	1
chr14	105201357	105211246	1
chr14	105204713	105211246	1
chr14	105237082	105246553	1
chr14	105237082	105259641	1
chr14	105241275	105259059	1
chr14	105268962	105270704	1
chr14	105361475	105362522	1
chr14	105477514	105477690	1
chr14	105667125	105667470	1
chr14	105692406	105693097	1
chr14	105718844	105739231	3
chr14	105722855	105752713	1
chr14	105814830	105821514	1
chr14	105814830	105834876	1
chr14	105849696	105851324	1
chr15	20662558	20663700	1
chr15	20662721	20667699	1
chr15	20671448	20688770	1
chr15	22835916	22846952	3
chr15	22835916	22872499	1
chr15	22845762	22851109	1
chr15	22845762	22870003	1
chr15	22861936	22864160	1
chr15	22962255	22963874	1
chr15	22990057	22993155	1
chr15	22999339	23000243	5
chr15	23012279	23014528	2
chr15	23049082	23062319	3
chr15	23128408	23130644	1
chr15	23293373	23299121	1
chr15	23293373	23300167	1
chr15	23325024	23331101	1
chr15	23326007	23377526	1
chr15	23329958	23331101	1
chr15	23333849	23356220	1
chr15	23338853	23339028	2
chr15	28436111	28443915	1
chr15	28436111	28446700	1
chr15	28491027	28493882	1
chr15	28491027	28502407	1
chr15	28491027	28525433	1
chr15	28505923	28508315	4
chr15	28505923	28511120	1
chr15	28538034	28544662	1
chr15	28857205	28863801	1
chr15	28863670	28874587	1
chr15	28874412	28874587	1
chr15	28874412	28887710	1
chr15	28878343	28913460	1
chr15	30053342	30065560	2
chr15	30058469	30064369	2
chr15	30058469	30065560	1
chr15	30766559	30771396	3
chr15	30766559	30776889	4
chr15	30936842	30938498	2
chr15	31008423	31042759	7
chr15	31037225	31042759	2
chr15	31040779	31042759	2
chr15	31200321	31206294	2
chr15	31266517	31269158	2
chr15	31630417	31632190	1
chr15	31665694	31665755	1
chr15	32815230	32825569	8
chr15	32819014	32825569	15
chr15	32820733	32825569	4
chr15	32916374	32916627	1
chr15	32926134	32928609	1
chr15	32935787	32936560	3
chr15	34437599	34439051	1
chr15	34437599	34455891	1
chr15	34455761	34470200	1
chr15	35166029	35176802	1
chr15	35182416	35189906	1
chr15	35207239	35219339	2
chr15	35222459	35234281	1
chr15	35224519	35231014	1
chr15	35224519	35234281	1
chr15	35742886	35747021	1
chr15	35830475	35834708	1
chr15	36983886	37002162	1
chr15	38591574	38617010	2
chr15	38591574	38632096	2
chr15	38762428	38766499	1
chr15	40030292	40034101	2
chr15	40231706	40235686	1
chr15	40289165	40309443	1
chr15	40301815	40311401	2
chr15	40457254	40477843	2
chr15	40462263	40462882	1
chr15	40462263	40468637	1
chr15	40475915	40477843	2
chr15	40477366	40477843	1
chr15	40491816	40502411	1
chr15	40498385	40504849	1
chr15	40675429	40684224	2
chr15	40678563	40684224	1
chr15	40678563	40685794	1
chr15	40679360	40684224	2
chr15	40681707	40685794	1
chr15	40700138	40705286	1
chr15	40750650	40752095	1
chr15	40854971	40855226	1
chr15	40863803	40864099	1
chr15	40901045	40902495	1
chr15	40912838	40933225	1
chr15	40920268	40921569	2
chr15	40939197	40939272	1
chr15	41001223	41021022	5
chr15	41001223	41023542	1
chr15	41022051	41023542	1
chr15	41029322	41030240	1
chr15	41036245	41037457	3
chr15	41071282	41072195	1
chr15	41105536	41106268	1
chr15	41194814	41196029	1
chr15	41279289	41280172	1
chr15	41337102	41346180	1
chr15	41337102	41364256	1
chr15	41347445	41348904	5
chr15	41361768	41362745	9
chr15	41361768	41364256	1
chr15	41371899	41373271	1
chr15	41371899	41384380	1
chr15	41371974	41377776	1
chr15	41373218	41379880	2
chr15	41377567	41379880	7
chr15	41535865	41555081	2
chr15	41648237	41650456	3
chr15	41648237	41668026	6
chr15	41648237	41669502	16
chr15	41663725	41668026	2
chr15	41667910	41669502	6
chr15	41821668	41822177	1
chr15	41854746	41857339	1
chr15	41961026	41962156	70
chr15	41988273	41989221	1
chr15	41988273	41991357	23
chr15	41988273	42000057	1
chr15	41988273	42000406	1
chr15	41999926	42000406	1
chr15	42002889	42003547	1
chr15	42019378	42021547	1
chr15	42026720	42028896	1
chr15	42040835	42046765	1
chr15	42046635	42052727	1
chr15	42046635	42054560	1
chr15	42046635	42054048	1
chr15	42092021	42114875	1
chr15	42105117	42113266	1
chr15	42452705	42455593	1
chr15	42453880	42466050	1
chr15	42470416	42470768	1
chr15	42553156	42560230	3
chr15	42584933	42585115	1
chr15	42589809	42600516	1
chr15	42706726	42706862	1
chr15	42730810	42734612	1
chr15	42736400	42737179	1
chr15	42850396	42856055	1
chr15	42851537	42856055	1
chr15	42943214	42956115	1
chr15	42957451	42961535	1
chr15	43008875	43011764	1
chr15	43102812	43132631	1
chr15	43102812	43164956	1
chr15	43102812	43122276	1
chr15	43103886	43170882	1
chr15	43120126	43132631	11
chr15	43122136	43132631	2
chr15	43122136	43164956	1
chr15	43163643	43164956	1
chr15	43164809	43170882	1
chr15	43242460	43258484	3
chr15	43250211	43258484	1
chr15	43250211	43262805	1
chr15	43256133	43270145	1
chr15	43276095	43299482	1
chr15	43294753	43317627	4
chr15	43339359	43340689	1
chr15	43348542	43352312	1
chr15	43627143	43628024	3
chr15	43627894	43641243	3
chr15	43635192	43643239	1
chr15	43668296	43670101	1
chr15	43668296	43669265	1
chr15	43672282	43675702	2
chr15	43677989	43678528	1
chr15	43687305	43694048	1
chr15	43690236	43694048	1
chr15	43690236	43697455	1
chr15	43705317	43739683	1
chr15	43720214	43733781	1
chr15	43748090	43762264	1
chr15	43762056	43769957	1
chr15	44046022	44053729	1
chr15	44046022	44048964	5
chr15	44048847	44055404	3
chr15	44053622	44055404	4
chr15	44057648	44059108	2
chr15	44128359	44134869	1
chr15	44149144	44153584	2
chr15	44624186	44630515	1
chr15	44629961	44630515	1
chr15	44751189	44751398	1
chr15	44776422	44778898	1
chr15	44776422	44783197	1
chr15	44782982	44788656	1
chr15	44789225	44796048	1
chr15	44846751	44847908	1
chr15	44859622	44865018	1
chr15	44884529	44891034	1
chr15	44884529	44912601	1
chr15	44907561	44912601	2
chr15	44918529	44949461	1
chr15	44920867	44921586	1
chr15	44921431	44949461	1
chr15	44925703	44949461	1
chr15	44941064	44949461	3
chr15	45360379	45361250	1
chr15	45368024	45368124	1
chr15	45697518	45710880	1
chr15	45709467	45710880	1
chr15	48725063	48748959	1
chr15	48888480	48905289	4
chr15	48888480	48892431	2
chr15	48902925	48905289	3
chr15	49303928	49311749	1
chr15	49319562	49329966	1
chr15	49421674	49423013	2
chr15	49528048	49531564	6
chr15	49574184	49575915	1
chr15	49917310	49926991	1
chr15	50330965	50366382	4
chr15	50330965	50399205	1
chr15	50366324	50402697	1
chr15	50366324	50399201	1
chr15	50578265	50638592	1
chr15	50592986	50595320	1
chr15	50592986	50601995	6
chr15	50733546	50741682	1
chr15	50741597	50751359	2
chr15	50866471	50867986	1
chr15	50867049	50867986	1
chr15	50875286	50884823	1
chr15	50875286	50878685	4
chr15	50878589	50884823	1
chr15	50884519	50902070	1
chr15	50891319	50905026	1
chr15	50899397	50901921	1
chr15	50901778	50901921	1
chr15	50916363	50941082	1
chr15	50923614	50925189	1
chr15	50923614	50931745	1
chr15	50923614	50941082	1
chr15	50929619	50955243	1
chr15	50929619	50931745	1
chr15	50935537	50955243	1
chr15	50940884	50955243	4
chr15	51204275	51207768	1
chr15	51204275	51223168	2
chr15	51240217	51250991	1
chr15	51242076	51294841	1
chr15	51250689	51260574	1
chr15	51799331	51809364	1
chr15	51827860	51830649	1
chr15	51855578	51868378	1
chr15	52155008	52161570	2
chr15	52338027	52342334	1
chr15	52433337	52446273	1
chr15	52697484	52702673	1
chr15	52708342	52725482	1
chr15	52720595	52725482	2
chr15	52725372	52730517	1
chr15	55835782	55879740	1
chr15	56125206	56126484	1
chr15	56141004	56142940	1
chr15	56148329	56155198	1
chr15	56434976	56436681	2
chr15	56471257	56471501	1
chr15	56665639	56666558	1
chr15	56923636	56935195	1
chr15	56935150	56950684	1
chr15	56946396	56950684	1
chr15	57355948	57384089	5
chr15	57355948	57387361	1
chr15	57364851	57387361	1
chr15	57364851	57384089	1
chr15	57383987	57387361	4
chr15	57523350	57526305	3
chr15	58913670	58920082	2
chr15	58919899	58925554	1
chr15	58919899	58925558	1
chr15	58932976	58957396	1
chr15	58971323	58974513	1
chr15	59323003	59323901	6
chr15	59344504	59350749	1
chr15	59373135	59373483	2
chr15	59376301	59377984	1
chr15	59470592	59480415	1
chr15	59510090	59519789	1
chr15	59510090	59548577	1
chr15	59523901	59528871	1
chr15	59750749	59752405	2
chr15	59750749	59784588	1
chr15	60131141	60142618	1
chr15	60641274	60678285	1
chr15	60653140	60678285	1
chr15	60674541	60678285	1
chr15	60724133	60740281	1
chr15	60734615	60737990	4
chr15	62221700	62223458	1
chr15	62221700	62244179	1
chr15	62246666	62336454	1
chr15	62283199	62284001	2
chr15	62283199	62327251	2
chr15	62283199	62336454	1
chr15	62292763	62327251	1
chr15	62299507	62306191	4
chr15	62312678	62336454	2
chr15	62325640	62336454	2
chr15	63029077	63032968	1
chr15	63594544	63598398	1
chr15	63821213	63829355	6
chr15	63824846	63829355	5
chr15	63829224	63829355	1
chr15	63904450	63916526	1
chr15	63915014	63916526	1
chr15	63944613	63958349	1
chr15	63947941	63950917	1
chr15	63947941	63958671	1
chr15	63951935	63952135	1
chr15	63951935	63958671	1
chr15	64015381	64041990	1
chr15	64025123	64047524	1
chr15	64046704	64048947	1
chr15	64056295	64067848	1
chr15	64066893	64067848	2
chr15	64410316	64411053	1
chr15	64410316	64415745	2
chr15	64410987	64429131	1
chr15	64463128	64463238	1
chr15	64716230	64717830	1
chr15	64791492	64792365	7
chr15	64915026	64915251	3
chr15	65110145	65111422	6
chr15	65114465	65116553	1
chr15	65115977	65116553	1
chr15	65255872	65266978	1
chr15	65257661	65273240	1
chr15	65262452	65275900	1
chr15	65266940	65273363	1
chr15	65266940	65275931	2
chr15	65273202	65275931	4
chr15	65445885	65447419	1
chr15	65471272	65472542	11
chr15	65743337	65744440	1
chr15	65756099	65759561	2
chr15	65772560	65773953	1
chr15	65772560	65780156	1
chr15	65773853	65782637	1
chr15	65777437	65782637	1
chr15	65799581	65804902	1
chr15	65847225	65851069	1
chr15	65870341	65870583	1
chr15	65959787	65968972	1
chr15	65992882	65994228	1
chr15	65994643	65995346	1
chr15	65994643	65998562	1
chr15	66007816	66010334	1
chr15	66587326	66606455	1
chr15	66599100	66601182	1
chr15	66641398	66641775	4
chr15	66641398	66644545	1
chr15	66727365	66729230	8
chr15	66727365	66737045	1
